user_id,rank,recommended_skill,mastery_prob,explanation
79668,2,Circle Graph,0.3588302258201782,Student shows low estimated mastery (36%) on 'Circle Graph'. Recommend revisiting this skill before progressing. (Teacher review required.)
79668,3,Median,0.6324586288887796,Student shows low estimated mastery (63%) on 'Median'. Recommend revisiting this skill before progressing. (Teacher review required.)
79668,4,Prime Number,0.6335921884281871,Student shows low estimated mastery (63%) on 'Prime Number'. Recommend revisiting this skill before progressing. (Teacher review required.)
79668,5,Finding Percents,0.6639332111761408,Student shows low estimated mastery (66%) on 'Finding Percents'. Recommend revisiting this skill before progressing. (Teacher review required.)
79669,1,"Order of Operations +,-,/,* () positive reals",0.1429444991984262,"Student shows low estimated mastery (14%) on 'Order of Operations +,-,/,* () positive reals'. Recommend revisiting this skill before progressing. (Teacher review required.)"
79669,2,Mean,0.7025342298704527,Student shows low estimated mastery (70%) on 'Mean'. Recommend revisiting this skill before progressing. (Teacher review required.)
79669,3,Calculations with Similar Figures,0.773009261506172,Student shows low estimated mastery (77%) on 'Calculations with Similar Figures'. Recommend revisiting this skill before progressing. (Teacher review required.)
79670,1,Finding Percents,0.2062375609599458,Student shows low estimated mastery (21%) on 'Finding Percents'. Recommend revisiting this skill before progressing. (Teacher review required.)
79670,2,Venn Diagram,0.4188378773021308,Student shows low estimated mastery (42%) on 'Venn Diagram'. Recommend revisiting this skill before progressing. (Teacher review required.)
79670,3,Effect of Changing Dimensions of a Shape Prportionally,0.5056850179122873,Student shows low estimated mastery (51%) on 'Effect of Changing Dimensions of a Shape Prportionally'. Recommend revisiting this skill before progressing. (Teacher review required.)
79670,4,Mean,0.5275240230485535,Student shows low estimated mastery (53%) on 'Mean'. Recommend revisiting this skill before progressing. (Teacher review required.)
79670,5,Prime Number,0.6335921884281871,Student shows low estimated mastery (63%) on 'Prime Number'. Recommend revisiting this skill before progressing. (Teacher review required.)
79671,1,Prime Number,0.6335921884281871,Student shows low estimated mastery (63%) on 'Prime Number'. Recommend revisiting this skill before progressing. (Teacher review required.)
79671,2,Divisibility Rules,0.6360690993670975,Student shows low estimated mastery (64%) on 'Divisibility Rules'. Recommend revisiting this skill before progressing. (Teacher review required.)
79671,3,Estimation,0.6465231718778703,Student shows low estimated mastery (65%) on 'Estimation'. Recommend revisiting this skill before progressing. (Teacher review required.)
79672,1,Effect of Changing Dimensions of a Shape Prportionally,0.1613781686824092,Student shows low estimated mastery (16%) on 'Effect of Changing Dimensions of a Shape Prportionally'. Recommend revisiting this skill before progressing. (Teacher review required.)
79672,2,Addition and Subtraction Positive Decimals,0.1943722378899655,Student shows low estimated mastery (19%) on 'Addition and Subtraction Positive Decimals'. Recommend revisiting this skill before progressing. (Teacher review required.)
79672,3,Scatter Plot,0.458892470176142,Student shows low estimated mastery (46%) on 'Scatter Plot'. Recommend revisiting this skill before progressing. (Teacher review required.)
79672,4,Median,0.5444553142248246,Student shows low estimated mastery (54%) on 'Median'. Recommend revisiting this skill before progressing. (Teacher review required.)
79672,5,Mean,0.7025342298704527,Student shows low estimated mastery (70%) on 'Mean'. Recommend revisiting this skill before progressing. (Teacher review required.)
79673,1,Finding Percents,0.4046676707020954,Student shows low estimated mastery (40%) on 'Finding Percents'. Recommend revisiting this skill before progressing. (Teacher review required.)
79673,2,Addition and Subtraction Integers,0.7109476849569178,Student shows low estimated mastery (71%) on 'Addition and Subtraction Integers'. Recommend revisiting this skill before progressing. (Teacher review required.)
79673,3,Unit Rate,0.7138011875435056,Student shows low estimated mastery (71%) on 'Unit Rate'. Recommend revisiting this skill before progressing. (Teacher review required.)
79673,4,Addition Whole Numbers,0.7544204138484042,Student shows low estimated mastery (75%) on 'Addition Whole Numbers'. Recommend revisiting this skill before progressing. (Teacher review required.)
79673,5,Median,0.7595359614740603,Student shows low estimated mastery (76%) on 'Median'. Recommend revisiting this skill before progressing. (Teacher review required.)
79674,1,Median,0.1677154049491196,Student shows low estimated mastery (17%) on 'Median'. Recommend revisiting this skill before progressing. (Teacher review required.)
79674,2,Unit Rate,0.5501622597212031,Student shows low estimated mastery (55%) on 'Unit Rate'. Recommend revisiting this skill before progressing. (Teacher review required.)
79674,3,Prime Number,0.6335921884281871,Student shows low estimated mastery (63%) on 'Prime Number'. Recommend revisiting this skill before progressing. (Teacher review required.)
79674,4,Addition and Subtraction Integers,0.7109476849569178,Student shows low estimated mastery (71%) on 'Addition and Subtraction Integers'. Recommend revisiting this skill before progressing. (Teacher review required.)
79675,1,Ordering Integers,0.0440720455288319,Student shows low estimated mastery (4%) on 'Ordering Integers'. Recommend revisiting this skill before progressing. (Teacher review required.)
79675,2,Ordering Real Numbers,0.1033457388486681,Student shows low estimated mastery (10%) on 'Ordering Real Numbers'. Recommend revisiting this skill before progressing. (Teacher review required.)
79675,3,Addition and Subtraction Positive Decimals,0.2762338926951523,Student shows low estimated mastery (28%) on 'Addition and Subtraction Positive Decimals'. Recommend revisiting this skill before progressing. (Teacher review required.)
79675,4,Finding Percents,0.3654219921835297,Student shows low estimated mastery (37%) on 'Finding Percents'. Recommend revisiting this skill before progressing. (Teacher review required.)
79675,5,Range,0.4687474389349583,Student shows low estimated mastery (47%) on 'Range'. Recommend revisiting this skill before progressing. (Teacher review required.)
79678,1,Addition and Subtraction Positive Decimals,0.5283664407795919,Student shows low estimated mastery (53%) on 'Addition and Subtraction Positive Decimals'. Recommend revisiting this skill before progressing. (Teacher review required.)
79678,2,Calculations with Similar Figures,0.582810814254272,Student shows low estimated mastery (58%) on 'Calculations with Similar Figures'. Recommend revisiting this skill before progressing. (Teacher review required.)
79678,3,Effect of Changing Dimensions of a Shape Prportionally,0.6210042589088819,Student shows low estimated mastery (62%) on 'Effect of Changing Dimensions of a Shape Prportionally'. Recommend revisiting this skill before progressing. (Teacher review required.)
79678,4,Prime Number,0.6335921884281871,Student shows low estimated mastery (63%) on 'Prime Number'. Recommend revisiting this skill before progressing. (Teacher review required.)
79678,5,Range,0.7087657431528184,Student shows low estimated mastery (71%) on 'Range'. Recommend revisiting this skill before progressing. (Teacher review required.)
79679,1,Addition and Subtraction Integers,0.0400838410804759,Student shows low estimated mastery (4%) on 'Addition and Subtraction Integers'. Recommend revisiting this skill before progressing. (Teacher review required.)
79679,2,Addition and Subtraction Fractions,0.109886936658729,Student shows low estimated mastery (11%) on 'Addition and Subtraction Fractions'. Recommend revisiting this skill before progressing. (Teacher review required.)
79679,3,Scientific Notation,0.2078023421117945,Student shows low estimated mastery (21%) on 'Scientific Notation'. Recommend revisiting this skill before progressing. (Teacher review required.)
79679,4,Divisibility Rules,0.2444908432698005,Student shows low estimated mastery (24%) on 'Divisibility Rules'. Recommend revisiting this skill before progressing. (Teacher review required.)
79680,1,Effect of Changing Dimensions of a Shape Prportionally,0.5056850179122873,Student shows low estimated mastery (51%) on 'Effect of Changing Dimensions of a Shape Prportionally'. Recommend revisiting this skill before progressing. (Teacher review required.)
79680,2,Pattern Finding ,0.6026263812315007,Student shows low estimated mastery (60%) on 'Pattern Finding '. Recommend revisiting this skill before progressing. (Teacher review required.)
79680,3,Prime Number,0.6335921884281871,Student shows low estimated mastery (63%) on 'Prime Number'. Recommend revisiting this skill before progressing. (Teacher review required.)
79680,4,Addition and Subtraction Positive Decimals,0.649848501126394,Student shows low estimated mastery (65%) on 'Addition and Subtraction Positive Decimals'. Recommend revisiting this skill before progressing. (Teacher review required.)
79680,5,Finding Percents,0.6639332111761408,Student shows low estimated mastery (66%) on 'Finding Percents'. Recommend revisiting this skill before progressing. (Teacher review required.)
79681,1,Addition and Subtraction Positive Decimals,0.1163589488756845,Student shows low estimated mastery (12%) on 'Addition and Subtraction Positive Decimals'. Recommend revisiting this skill before progressing. (Teacher review required.)
79681,2,Circle Graph,0.2063841781528274,Student shows low estimated mastery (21%) on 'Circle Graph'. Recommend revisiting this skill before progressing. (Teacher review required.)
79681,3,Unit Conversion Within a System,0.2136394919333358,Student shows low estimated mastery (21%) on 'Unit Conversion Within a System'. Recommend revisiting this skill before progressing. (Teacher review required.)
79681,4,Finding Percents,0.2934566101040375,Student shows low estimated mastery (29%) on 'Finding Percents'. Recommend revisiting this skill before progressing. (Teacher review required.)
79681,5,Median,0.2957969410386948,Student shows low estimated mastery (30%) on 'Median'. Recommend revisiting this skill before progressing. (Teacher review required.)
79682,1,Box and Whisker,0.4781833378684921,Student shows low estimated mastery (48%) on 'Box and Whisker'. Recommend revisiting this skill before progressing. (Teacher review required.)
79682,2,Prime Number,0.6335921884281871,Student shows low estimated mastery (63%) on 'Prime Number'. Recommend revisiting this skill before progressing. (Teacher review required.)
79682,3,Addition and Subtraction Positive Decimals,0.649848501126394,Student shows low estimated mastery (65%) on 'Addition and Subtraction Positive Decimals'. Recommend revisiting this skill before progressing. (Teacher review required.)
79682,4,Multiplication Fractions,0.6502009806749919,Student shows low estimated mastery (65%) on 'Multiplication Fractions'. Recommend revisiting this skill before progressing. (Teacher review required.)
79682,5,Range,0.7087657431528184,Student shows low estimated mastery (71%) on 'Range'. Recommend revisiting this skill before progressing. (Teacher review required.)
79683,1,Ordering Integers,0.0756369509792706,Student shows low estimated mastery (8%) on 'Ordering Integers'. Recommend revisiting this skill before progressing. (Teacher review required.)
79683,2,Circle Graph,0.2063841781528274,Student shows low estimated mastery (21%) on 'Circle Graph'. Recommend revisiting this skill before progressing. (Teacher review required.)
79683,3,Ordering Real Numbers,0.3922253774243467,Student shows low estimated mastery (39%) on 'Ordering Real Numbers'. Recommend revisiting this skill before progressing. (Teacher review required.)
79683,4,Addition and Subtraction Positive Decimals,0.6296083835853289,Student shows low estimated mastery (63%) on 'Addition and Subtraction Positive Decimals'. Recommend revisiting this skill before progressing. (Teacher review required.)
79683,5,Prime Number,0.6335921884281871,Student shows low estimated mastery (63%) on 'Prime Number'. Recommend revisiting this skill before progressing. (Teacher review required.)
79684,1,Divisibility Rules,0.2536975866804989,Student shows low estimated mastery (25%) on 'Divisibility Rules'. Recommend revisiting this skill before progressing. (Teacher review required.)
79686,1,Divisibility Rules,0.2722122572234816,Student shows low estimated mastery (27%) on 'Divisibility Rules'. Recommend revisiting this skill before progressing. (Teacher review required.)
79686,2,Absolute Value,0.5645077815036478,Student shows low estimated mastery (56%) on 'Absolute Value'. Recommend revisiting this skill before progressing. (Teacher review required.)
79686,3,Subtraction Whole Numbers,0.7616514436739914,Student shows low estimated mastery (76%) on 'Subtraction Whole Numbers'. Recommend revisiting this skill before progressing. (Teacher review required.)
79687,1,Pattern Finding ,0.2851142558196594,Student shows low estimated mastery (29%) on 'Pattern Finding '. Recommend revisiting this skill before progressing. (Teacher review required.)
79687,2,Finding Percents,0.4989169982723687,Student shows low estimated mastery (50%) on 'Finding Percents'. Recommend revisiting this skill before progressing. (Teacher review required.)
79687,3,Order of Operations All,0.5210821610581766,Student shows low estimated mastery (52%) on 'Order of Operations All'. Recommend revisiting this skill before progressing. (Teacher review required.)
79687,4,Scientific Notation,0.6222282396544073,Student shows low estimated mastery (62%) on 'Scientific Notation'. Recommend revisiting this skill before progressing. (Teacher review required.)
79687,5,Divisibility Rules,0.6360690993670975,Student shows low estimated mastery (64%) on 'Divisibility Rules'. Recommend revisiting this skill before progressing. (Teacher review required.)
79688,1,Scientific Notation,0.3480951560003169,Student shows low estimated mastery (35%) on 'Scientific Notation'. Recommend revisiting this skill before progressing. (Teacher review required.)
79688,2,Circle Graph,0.7814254731712538,Student shows low estimated mastery (78%) on 'Circle Graph'. Recommend revisiting this skill before progressing. (Teacher review required.)
79689,1,Circle Graph,0.1326990520102449,Student shows low estimated mastery (13%) on 'Circle Graph'. Recommend revisiting this skill before progressing. (Teacher review required.)
79689,2,Percent Of,0.6415062046840396,Student shows low estimated mastery (64%) on 'Percent Of'. Recommend revisiting this skill before progressing. (Teacher review required.)
79689,3,Finding Percents,0.7562051459715597,Student shows low estimated mastery (76%) on 'Finding Percents'. Recommend revisiting this skill before progressing. (Teacher review required.)
79690,1,Order of Operations All,0.5210821610581766,Student shows low estimated mastery (52%) on 'Order of Operations All'. Recommend revisiting this skill before progressing. (Teacher review required.)
79692,1,Finding Percents,0.4046676707020954,Student shows low estimated mastery (40%) on 'Finding Percents'. Recommend revisiting this skill before progressing. (Teacher review required.)
79692,2,Percent Of,0.6743636527109956,Student shows low estimated mastery (67%) on 'Percent Of'. Recommend revisiting this skill before progressing. (Teacher review required.)
79692,3,Addition Whole Numbers,0.7544204138484042,Student shows low estimated mastery (75%) on 'Addition Whole Numbers'. Recommend revisiting this skill before progressing. (Teacher review required.)
79693,1,Order of Operations All,0.6904286815523762,Student shows low estimated mastery (69%) on 'Order of Operations All'. Recommend revisiting this skill before progressing. (Teacher review required.)
79693,2,Least Common Multiple,0.7312045813438195,Student shows low estimated mastery (73%) on 'Least Common Multiple'. Recommend revisiting this skill before progressing. (Teacher review required.)
79695,1,Surface Area Rectangular Prism,0.4853279067074948,Student shows low estimated mastery (49%) on 'Surface Area Rectangular Prism'. Recommend revisiting this skill before progressing. (Teacher review required.)
79695,2,Subtraction Whole Numbers,0.7616514436739914,Student shows low estimated mastery (76%) on 'Subtraction Whole Numbers'. Recommend revisiting this skill before progressing. (Teacher review required.)
79697,1,Finding Percents,0.1169536399997524,Student shows low estimated mastery (12%) on 'Finding Percents'. Recommend revisiting this skill before progressing. (Teacher review required.)
79697,2,Circle Graph,0.582999318748627,Student shows low estimated mastery (58%) on 'Circle Graph'. Recommend revisiting this skill before progressing. (Teacher review required.)
79699,1,Addition and Subtraction Integers,0.4538720395522431,Student shows low estimated mastery (45%) on 'Addition and Subtraction Integers'. Recommend revisiting this skill before progressing. (Teacher review required.)
79700,1,Ordering Fractions,0.566100688688001,Student shows low estimated mastery (57%) on 'Ordering Fractions'. Recommend revisiting this skill before progressing. (Teacher review required.)
79703,1,Finding Percents,0.2062375609599458,Student shows low estimated mastery (21%) on 'Finding Percents'. Recommend revisiting this skill before progressing. (Teacher review required.)
79703,2,Scientific Notation,0.6222282396544073,Student shows low estimated mastery (62%) on 'Scientific Notation'. Recommend revisiting this skill before progressing. (Teacher review required.)
79714,1,Least Common Multiple,0.4376040477625745,Student shows low estimated mastery (44%) on 'Least Common Multiple'. Recommend revisiting this skill before progressing. (Teacher review required.)
79714,2,Equation Solving Two or Fewer Steps,0.6392393182976164,Student shows low estimated mastery (64%) on 'Equation Solving Two or Fewer Steps'. Recommend revisiting this skill before progressing. (Teacher review required.)
79716,1,Equation Solving Two or Fewer Steps,0.6392393182976164,Student shows low estimated mastery (64%) on 'Equation Solving Two or Fewer Steps'. Recommend revisiting this skill before progressing. (Teacher review required.)
79716,2,Order of Operations All,0.6904286815523762,Student shows low estimated mastery (69%) on 'Order of Operations All'. Recommend revisiting this skill before progressing. (Teacher review required.)
79720,1,Circle Graph,0.582999318748627,Student shows low estimated mastery (58%) on 'Circle Graph'. Recommend revisiting this skill before progressing. (Teacher review required.)
79720,2,Ordering Fractions,0.6320226706481912,Student shows low estimated mastery (63%) on 'Ordering Fractions'. Recommend revisiting this skill before progressing. (Teacher review required.)
79720,3,Order of Operations All,0.6904286815523762,Student shows low estimated mastery (69%) on 'Order of Operations All'. Recommend revisiting this skill before progressing. (Teacher review required.)
79720,4,Multiplication Fractions,0.793969994274724,Student shows low estimated mastery (79%) on 'Multiplication Fractions'. Recommend revisiting this skill before progressing. (Teacher review required.)
79721,1,Ordering Positive Decimals,0.0920410031767378,Student shows low estimated mastery (9%) on 'Ordering Positive Decimals'. Recommend revisiting this skill before progressing. (Teacher review required.)
79721,2,Proportion,0.4446130428661807,Student shows low estimated mastery (44%) on 'Proportion'. Recommend revisiting this skill before progressing. (Teacher review required.)
79721,3,Equation Solving Two or Fewer Steps,0.7414513527485498,Student shows low estimated mastery (74%) on 'Equation Solving Two or Fewer Steps'. Recommend revisiting this skill before progressing. (Teacher review required.)
79726,1,Percent Of,0.1969004386329323,Student shows low estimated mastery (20%) on 'Percent Of'. Recommend revisiting this skill before progressing. (Teacher review required.)
79726,2,Finding Percents,0.4046676707020954,Student shows low estimated mastery (40%) on 'Finding Percents'. Recommend revisiting this skill before progressing. (Teacher review required.)
79726,3,Ordering Fractions,0.6320226706481912,Student shows low estimated mastery (63%) on 'Ordering Fractions'. Recommend revisiting this skill before progressing. (Teacher review required.)
79729,1,Circle Graph,0.2063841781528274,Student shows low estimated mastery (21%) on 'Circle Graph'. Recommend revisiting this skill before progressing. (Teacher review required.)
79729,2,Finding Percents,0.4046676707020954,Student shows low estimated mastery (40%) on 'Finding Percents'. Recommend revisiting this skill before progressing. (Teacher review required.)
79729,3,Conversion of Fraction Decimals Percents,0.4066330516370606,Student shows low estimated mastery (41%) on 'Conversion of Fraction Decimals Percents'. Recommend revisiting this skill before progressing. (Teacher review required.)
79729,4,"Order of Operations +,-,/,* () positive reals",0.5849190751914574,"Student shows low estimated mastery (58%) on 'Order of Operations +,-,/,* () positive reals'. Recommend revisiting this skill before progressing. (Teacher review required.)"
79729,5,Ordering Fractions,0.6320226706481912,Student shows low estimated mastery (63%) on 'Ordering Fractions'. Recommend revisiting this skill before progressing. (Teacher review required.)
79735,1,Prime Number,0.6335921884281871,Student shows low estimated mastery (63%) on 'Prime Number'. Recommend revisiting this skill before progressing. (Teacher review required.)
79735,2,Addition and Subtraction Positive Decimals,0.649848501126394,Student shows low estimated mastery (65%) on 'Addition and Subtraction Positive Decimals'. Recommend revisiting this skill before progressing. (Teacher review required.)
79735,3,Multiplication Fractions,0.6502009806749919,Student shows low estimated mastery (65%) on 'Multiplication Fractions'. Recommend revisiting this skill before progressing. (Teacher review required.)
79735,4,Counting Methods,0.688946069221267,Student shows low estimated mastery (69%) on 'Counting Methods'. Recommend revisiting this skill before progressing. (Teacher review required.)
79735,5,Median,0.7031344210633939,Student shows low estimated mastery (70%) on 'Median'. Recommend revisiting this skill before progressing. (Teacher review required.)
79736,1,Effect of Changing Dimensions of a Shape Prportionally,0.1613781686824092,Student shows low estimated mastery (16%) on 'Effect of Changing Dimensions of a Shape Prportionally'. Recommend revisiting this skill before progressing. (Teacher review required.)
79736,2,Mean,0.5275240230485535,Student shows low estimated mastery (53%) on 'Mean'. Recommend revisiting this skill before progressing. (Teacher review required.)
79736,3,Prime Number,0.6335921884281871,Student shows low estimated mastery (63%) on 'Prime Number'. Recommend revisiting this skill before progressing. (Teacher review required.)
79736,4,Counting Methods,0.688946069221267,Student shows low estimated mastery (69%) on 'Counting Methods'. Recommend revisiting this skill before progressing. (Teacher review required.)
79736,5,Addition and Subtraction Integers,0.7109476849569178,Student shows low estimated mastery (71%) on 'Addition and Subtraction Integers'. Recommend revisiting this skill before progressing. (Teacher review required.)
79737,1,Effect of Changing Dimensions of a Shape Prportionally,0.1613781686824092,Student shows low estimated mastery (16%) on 'Effect of Changing Dimensions of a Shape Prportionally'. Recommend revisiting this skill before progressing. (Teacher review required.)
79737,2,Pattern Finding ,0.2851142558196594,Student shows low estimated mastery (29%) on 'Pattern Finding '. Recommend revisiting this skill before progressing. (Teacher review required.)
79737,3,Unit Rate,0.5501622597212031,Student shows low estimated mastery (55%) on 'Unit Rate'. Recommend revisiting this skill before progressing. (Teacher review required.)
79737,4,Prime Number,0.6335921884281871,Student shows low estimated mastery (63%) on 'Prime Number'. Recommend revisiting this skill before progressing. (Teacher review required.)
79737,5,Addition and Subtraction Positive Decimals,0.649848501126394,Student shows low estimated mastery (65%) on 'Addition and Subtraction Positive Decimals'. Recommend revisiting this skill before progressing. (Teacher review required.)
79738,1,Multiplication Fractions,0.6502009806749919,Student shows low estimated mastery (65%) on 'Multiplication Fractions'. Recommend revisiting this skill before progressing. (Teacher review required.)
79738,2,Counting Methods,0.688946069221267,Student shows low estimated mastery (69%) on 'Counting Methods'. Recommend revisiting this skill before progressing. (Teacher review required.)
79738,3,Mean,0.7025342298704527,Student shows low estimated mastery (70%) on 'Mean'. Recommend revisiting this skill before progressing. (Teacher review required.)
79738,4,Addition and Subtraction Integers,0.7109476849569178,Student shows low estimated mastery (71%) on 'Addition and Subtraction Integers'. Recommend revisiting this skill before progressing. (Teacher review required.)
79738,5,Range,0.7117922584340478,Student shows low estimated mastery (71%) on 'Range'. Recommend revisiting this skill before progressing. (Teacher review required.)
79739,1,Range,0.3740350854696271,Student shows low estimated mastery (37%) on 'Range'. Recommend revisiting this skill before progressing. (Teacher review required.)
79739,2,Addition and Subtraction Positive Decimals,0.649848501126394,Student shows low estimated mastery (65%) on 'Addition and Subtraction Positive Decimals'. Recommend revisiting this skill before progressing. (Teacher review required.)
79739,3,Multiplication Fractions,0.6502009806749919,Student shows low estimated mastery (65%) on 'Multiplication Fractions'. Recommend revisiting this skill before progressing. (Teacher review required.)
79739,4,Counting Methods,0.688946069221267,Student shows low estimated mastery (69%) on 'Counting Methods'. Recommend revisiting this skill before progressing. (Teacher review required.)
79739,5,Addition and Subtraction Integers,0.7109476849569178,Student shows low estimated mastery (71%) on 'Addition and Subtraction Integers'. Recommend revisiting this skill before progressing. (Teacher review required.)
79740,1,Effect of Changing Dimensions of a Shape Prportionally,0.1613781686824092,Student shows low estimated mastery (16%) on 'Effect of Changing Dimensions of a Shape Prportionally'. Recommend revisiting this skill before progressing. (Teacher review required.)
79740,2,Range,0.4687474389349583,Student shows low estimated mastery (47%) on 'Range'. Recommend revisiting this skill before progressing. (Teacher review required.)
79740,3,Mean,0.5275240230485535,Student shows low estimated mastery (53%) on 'Mean'. Recommend revisiting this skill before progressing. (Teacher review required.)
79740,4,Calculations with Similar Figures,0.545883611951911,Student shows low estimated mastery (55%) on 'Calculations with Similar Figures'. Recommend revisiting this skill before progressing. (Teacher review required.)
79740,5,Mode,0.5578796515779006,Student shows low estimated mastery (56%) on 'Mode'. Recommend revisiting this skill before progressing. (Teacher review required.)
79741,1,Range,0.4687474389349583,Student shows low estimated mastery (47%) on 'Range'. Recommend revisiting this skill before progressing. (Teacher review required.)
79741,2,Prime Number,0.6335921884281871,Student shows low estimated mastery (63%) on 'Prime Number'. Recommend revisiting this skill before progressing. (Teacher review required.)
79741,3,Counting Methods,0.688946069221267,Student shows low estimated mastery (69%) on 'Counting Methods'. Recommend revisiting this skill before progressing. (Teacher review required.)
79741,4,Mean,0.7025342298704527,Student shows low estimated mastery (70%) on 'Mean'. Recommend revisiting this skill before progressing. (Teacher review required.)
79741,5,Scatter Plot,0.7175596606112453,Student shows low estimated mastery (72%) on 'Scatter Plot'. Recommend revisiting this skill before progressing. (Teacher review required.)
79742,1,Unit Rate,0.5501622597212031,Student shows low estimated mastery (55%) on 'Unit Rate'. Recommend revisiting this skill before progressing. (Teacher review required.)
79742,2,Finding Percents,0.568488333934094,Student shows low estimated mastery (57%) on 'Finding Percents'. Recommend revisiting this skill before progressing. (Teacher review required.)
79742,3,Addition and Subtraction Positive Decimals,0.649848501126394,Student shows low estimated mastery (65%) on 'Addition and Subtraction Positive Decimals'. Recommend revisiting this skill before progressing. (Teacher review required.)
79742,4,Multiplication Fractions,0.6502009806749919,Student shows low estimated mastery (65%) on 'Multiplication Fractions'. Recommend revisiting this skill before progressing. (Teacher review required.)
79742,5,Counting Methods,0.688946069221267,Student shows low estimated mastery (69%) on 'Counting Methods'. Recommend revisiting this skill before progressing. (Teacher review required.)
79743,1,Divisibility Rules,0.2722122572234816,Student shows low estimated mastery (27%) on 'Divisibility Rules'. Recommend revisiting this skill before progressing. (Teacher review required.)
79743,2,Mean,0.3801129087414399,Student shows low estimated mastery (38%) on 'Mean'. Recommend revisiting this skill before progressing. (Teacher review required.)
79743,3,Range,0.7087657431528184,Student shows low estimated mastery (71%) on 'Range'. Recommend revisiting this skill before progressing. (Teacher review required.)
79743,4,Scatter Plot,0.7175596606112453,Student shows low estimated mastery (72%) on 'Scatter Plot'. Recommend revisiting this skill before progressing. (Teacher review required.)
79743,5,Addition Whole Numbers,0.7544204138484042,Student shows low estimated mastery (75%) on 'Addition Whole Numbers'. Recommend revisiting this skill before progressing. (Teacher review required.)
79744,1,Finding Percents,0.2062375609599458,Student shows low estimated mastery (21%) on 'Finding Percents'. Recommend revisiting this skill before progressing. (Teacher review required.)
79744,2,Calculations with Similar Figures,0.5171977371767631,Student shows low estimated mastery (52%) on 'Calculations with Similar Figures'. Recommend revisiting this skill before progressing. (Teacher review required.)
79744,3,Prime Number,0.6335921884281871,Student shows low estimated mastery (63%) on 'Prime Number'. Recommend revisiting this skill before progressing. (Teacher review required.)
79744,4,Addition and Subtraction Positive Decimals,0.649848501126394,Student shows low estimated mastery (65%) on 'Addition and Subtraction Positive Decimals'. Recommend revisiting this skill before progressing. (Teacher review required.)
79744,5,Counting Methods,0.688946069221267,Student shows low estimated mastery (69%) on 'Counting Methods'. Recommend revisiting this skill before progressing. (Teacher review required.)
79745,1,Effect of Changing Dimensions of a Shape Prportionally,0.5056850179122873,Student shows low estimated mastery (51%) on 'Effect of Changing Dimensions of a Shape Prportionally'. Recommend revisiting this skill before progressing. (Teacher review required.)
79745,2,Pattern Finding ,0.6026263812315007,Student shows low estimated mastery (60%) on 'Pattern Finding '. Recommend revisiting this skill before progressing. (Teacher review required.)
79745,3,Prime Number,0.6335921884281871,Student shows low estimated mastery (63%) on 'Prime Number'. Recommend revisiting this skill before progressing. (Teacher review required.)
79745,4,Addition and Subtraction Positive Decimals,0.649848501126394,Student shows low estimated mastery (65%) on 'Addition and Subtraction Positive Decimals'. Recommend revisiting this skill before progressing. (Teacher review required.)
79745,5,Unit Rate,0.6879166967618727,Student shows low estimated mastery (69%) on 'Unit Rate'. Recommend revisiting this skill before progressing. (Teacher review required.)
79746,1,Finding Percents,0.568488333934094,Student shows low estimated mastery (57%) on 'Finding Percents'. Recommend revisiting this skill before progressing. (Teacher review required.)
79746,2,Scatter Plot,0.6150686122087854,Student shows low estimated mastery (62%) on 'Scatter Plot'. Recommend revisiting this skill before progressing. (Teacher review required.)
79746,3,Prime Number,0.6335921884281871,Student shows low estimated mastery (63%) on 'Prime Number'. Recommend revisiting this skill before progressing. (Teacher review required.)
79746,4,Multiplication Fractions,0.6502009806749919,Student shows low estimated mastery (65%) on 'Multiplication Fractions'. Recommend revisiting this skill before progressing. (Teacher review required.)
79746,5,Addition and Subtraction Integers,0.7109476849569178,Student shows low estimated mastery (71%) on 'Addition and Subtraction Integers'. Recommend revisiting this skill before progressing. (Teacher review required.)
79747,1,Finding Percents,0.1360074423990725,Student shows low estimated mastery (14%) on 'Finding Percents'. Recommend revisiting this skill before progressing. (Teacher review required.)
79747,2,Pattern Finding ,0.6026263812315007,Student shows low estimated mastery (60%) on 'Pattern Finding '. Recommend revisiting this skill before progressing. (Teacher review required.)
79747,3,Addition and Subtraction Positive Decimals,0.649848501126394,Student shows low estimated mastery (65%) on 'Addition and Subtraction Positive Decimals'. Recommend revisiting this skill before progressing. (Teacher review required.)
79747,4,Multiplication Fractions,0.6502009806749919,Student shows low estimated mastery (65%) on 'Multiplication Fractions'. Recommend revisiting this skill before progressing. (Teacher review required.)
79747,5,Median,0.6575233534423917,Student shows low estimated mastery (66%) on 'Median'. Recommend revisiting this skill before progressing. (Teacher review required.)
79748,1,Effect of Changing Dimensions of a Shape Prportionally,0.5797476935513008,Student shows low estimated mastery (58%) on 'Effect of Changing Dimensions of a Shape Prportionally'. Recommend revisiting this skill before progressing. (Teacher review required.)
79748,2,Prime Number,0.6335921884281871,Student shows low estimated mastery (63%) on 'Prime Number'. Recommend revisiting this skill before progressing. (Teacher review required.)
79748,3,Multiplication Fractions,0.6502009806749919,Student shows low estimated mastery (65%) on 'Multiplication Fractions'. Recommend revisiting this skill before progressing. (Teacher review required.)
79748,4,Counting Methods,0.688946069221267,Student shows low estimated mastery (69%) on 'Counting Methods'. Recommend revisiting this skill before progressing. (Teacher review required.)
